travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID,Images
263,3,Kullu-Manali,Srinagar,11-06-2020,Hotel Valley Orchid,3,Deluxe,4657,4,0,2,9314,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,55884,17-06-2020,SRIN7,https://tse1.mm.bing.net/th?q=Hotel+Valley+Orchid+Srinagar
269,3,Ayodhya,Udaipur,23-07-2020,The Fern Residency Udaipur,3,Deluxe,3651,3,0,2,7302,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",2,14604,25-07-2020,UDAI5,https://tse1.mm.bing.net/th?q=The+Fern+Residency+Udaipur+Udaipur
275,3,Bhubaneswar,Patna,03-10-2020,Hotel Windsor,3,Executive,4923,2,2,2,9846,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,29538,06-10-2020,PATN9,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
279,3,Kolkata,Jamshedpur,01-10-2020,Hotel Jiva,3,Suite,6564,3,2,3,19692,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,78768,05-10-2020,JAMS4,https://tse1.mm.bing.net/th?q=Hotel+Jiva+Jamshedpur
283,3,Bilaspur,Puducherry,30-10-2020,Anandha Inn Convention Centre and Suites,3,Suite,7254,3,2,3,21762,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",6,130572,05-11-2020,PUDU6,https://tse1.mm.bing.net/th?q=Anandha+Inn+Convention+Centre+and+Suites+Puducherry
287,3,Jaipur,Nashik,26-11-2020,Radisson Blu Hotel & Spa Nashik,5,Suite,14372,2,3,2,28744,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,86232,29-11-2020,NASH1,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+%26+Spa+Nashik+Nashik
290,3,Coimbatore,Srinagar,17-12-2020,The LaLit Grand Palace Srinagar,5,Executive,13181,4,1,3,39543,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,39543,18-12-2020,SRIN4,https://tse1.mm.bing.net/th?q=The+LaLit+Grand+Palace+Srinagar+Srinagar
291,3,Dabolim,Kolkata,24-12-2020,Novotel Kolkata Hotel and Residences,5,Deluxe,11641,2,3,2,23282,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,139692,30-12-2020,KOLK1,https://tse1.mm.bing.net/th?q=Novotel+Kolkata+Hotel+and+Residences+Kolkata
295,3,Amritsar,Kota,21-01-2021,Hotel Kanchan Residency,3,Deluxe,5030,2,1,2,10060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,70420,28-01-2021,KOTA6,https://tse1.mm.bing.net/th?q=Hotel+Kanchan+Residency+Kota
296,3,Delhi NCR,Nashik,28-01-2021,Hotel Grand Rio,4,Suite,9614,3,2,3,28842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,173052,03-02-2021,NASH7,https://tse1.mm.bing.net/th?q=Hotel+Grand+Rio+Nashik
299,3,Bhubaneswar,Dehradun,18-02-2021,Hotel KSS Inn,3,Deluxe,3708,4,0,2,7416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,22248,21-02-2021,DEHR5,https://tse1.mm.bing.net/th?q=Hotel+KSS+Inn+Dehradun
300,3,Thiruvananthapuram,Guwahati,25-02-2021,Vivanta Guwahati,5,Deluxe,10952,1,0,1,10952,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",2,21904,27-02-2021,GUWA2,https://tse1.mm.bing.net/th?q=Vivanta+Guwahati
303,3,Dhubri,Patna,18-03-2021,Hotel Patliputra Exotica,4,Executive,7108,4,2,3,21324,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,21324,19-03-2021,PATN4,https://tse1.mm.bing.net/th?q=Hotel+Patliputra+Exotica+Patna
305,3,Tirupati,Gwalior,01-04-2021,Regenta Place Gwalior,4,Deluxe,6096,4,3,4,24384,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,121920,06-04-2021,GWAL10,https://tse1.mm.bing.net/th?q=Regenta+Place+Gwalior
306,3,Shillong,Raipur,08-04-2021,Hotel Babylon International,4,Suite,8019,1,2,1,8019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,24057,11-04-2021,RAIP6,https://tse1.mm.bing.net/th?q=Hotel+Babylon+International+Raipur
307,3,Puducherry,Pune,15-04-2021,Conrad Pune,5,Executive,13187,3,2,3,39561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,237366,21-04-2021,PUNE4,https://tse1.mm.bing.net/th?q=Conrad+Pune+Pune
311,3,Kota,Varanasi,13-05-2021,Hotel Hindusthan International Varanasi,4,Suite,9231,4,3,4,36924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,258468,20-05-2021,VARA8,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Varanasi+Varanasi
315,3,Vijayawada,Imphal,10-06-2021,Shirui Lily Hotel,2,Executive,3757,3,2,3,11271,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,67626,16-06-2021,IMPH7,https://tse1.mm.bing.net/th?q=Shirui+Lily+Hotel+Imphal
322,3,Nashik,Khowai,29-07-2021,Hotel Tripureshwari,3,Executive,4056,1,2,1,4056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,24336,04-08-2021,KHOW8,https://tse1.mm.bing.net/th?q=Hotel+Tripureshwari+Khowai
325,3,Ranchi,Srinagar,19-08-2021,Vivanta Dal View,5,Deluxe,11745,3,3,3,35235,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",6,211410,25-08-2021,SRIN3,https://tse1.mm.bing.net/th?q=Vivanta+Dal+View+Srinagar
337,3,Delhi NCR,Coimbatore,11-12-2021,IKON by Annapoorna,4,Suite,9981,1,0,1,9981,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,19962,13-12-2021,COIM5,https://tse1.mm.bing.net/th?q=IKON+by+Annapoorna+Coimbatore
338,3,Surat,Mumbai,18-11-2021,Trident Nariman Point,5,Deluxe,9996,4,0,2,19992,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,139944,25-11-2021,MUMB3,https://tse1.mm.bing.net/th?q=Trident+Nariman+Point+Mumbai
347,3,Nashik,Gwalior,21-01-2022,Park Inn by Radisson Gwalior,4,Executive,6952,4,0,2,13904,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,27808,23-01-2022,GWAL4,https://tse1.mm.bing.net/th?q=Park+Inn+by+Radisson+Gwalior
350,3,Udaipur,Visakhapatnam,10-02-2022,The Pioneer,3,Executive,4957,1,1,1,4957,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,24785,15-02-2022,VISA9,https://tse1.mm.bing.net/th?q=The+Pioneer+Visakhapatnam
363,3,Kolkata,Gwalior,12-05-2022,"Hotel Grace, Gwalior",3,Deluxe,4521,1,0,1,4521,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,13563,15-05-2022,GWAL9,https://tse1.mm.bing.net/th?q=Hotel+Grace+Gwalior
369,3,Diu,Raipur,23-06-2022,Tulip Arena Raipur,3,Deluxe,4030,2,1,2,8060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,32240,27-06-2022,RAIP5,https://tse1.mm.bing.net/th?q=Tulip+Arena+Raipur+Raipur
373,3,Chandigarh,Navi Mumbai,21-07-2022,Hotel Supreme Heritage,3,Deluxe,4963,3,3,3,14889,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,44667,24-07-2022,NAVI10,https://tse1.mm.bing.net/th?q=Hotel+Supreme+Heritage+Navi+Mumbai
377,3,Prayagraj,Raigarh,18-08-2022,Hotel Shyam,2,Executive,3084,1,1,1,3084,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,21588,25-08-2022,RAIG7,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
382,3,Raigarh,Kolkata,22-09-2022,Golden Tulip Kolkata,4,Executive,8326,3,2,3,24978,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,49956,24-09-2022,KOLK10,https://tse1.mm.bing.net/th?q=Golden+Tulip+Kolkata+Kolkata
383,3,Bhopal,Imphal,29-09-2022,Shirui Lily Hotel,2,Deluxe,3179,3,1,2,6358,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,19074,02-10-2022,IMPH7,https://tse1.mm.bing.net/th?q=Shirui+Lily+Hotel+Imphal
385,3,Kolkata,Vijayawada,13-10-2022,K N Gupta Residency,2,Deluxe,2528,2,2,2,5056,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,10112,15-10-2022,VIJA6,https://tse1.mm.bing.net/th?q=K+N+Gupta+Residency+Vijayawada
387,3,Srinagar,Vijayawada,27-10-2022,Hotel Park Elite,3,Deluxe,3954,1,2,1,3954,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,3954,28-10-2022,VIJA4,https://tse1.mm.bing.net/th?q=Hotel+Park+Elite+Vijayawada
388,3,Raigarh,Surat,03-11-2022,The Gateway Hotel Athwalines Surat,5,Executive,12498,3,2,3,37494,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,37494,04-11-2022,SURA3,https://tse1.mm.bing.net/th?q=The+Gateway+Hotel+Athwalines+Surat+Surat
394,3,Dabolim,Jamshedpur,15-12-2022,Hotel Shadab Tower,3,Executive,6093,2,3,2,12186,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,85302,22-12-2022,JAMS9,https://tse1.mm.bing.net/th?q=Hotel+Shadab+Tower+Jamshedpur
397,3,Surat,Ludhiana,05-01-2023,Hotel Friends Regency,3,Deluxe,3307,1,2,1,3307,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,9921,08-01-2023,LUDH8,https://tse1.mm.bing.net/th?q=Hotel+Friends+Regency+Ludhiana
398,3,Ahmedabad,Chandigarh,12-01-2023,Taj Chandigarh,5,Deluxe,11640,3,2,3,34920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,69840,14-01-2023,CHAN2,https://tse1.mm.bing.net/th?q=Taj+Chandigarh
403,3,Diu,Kolkata,16-02-2023,Novotel Kolkata Hotel and Residences,5,Deluxe,11641,4,0,2,23282,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,46564,18-02-2023,KOLK1,https://tse1.mm.bing.net/th?q=Novotel+Kolkata+Hotel+and+Residences+Kolkata
404,3,Puducherry,Jaipur,23-02-2023,Radisson Blu Jaipur,5,Suite,16020,1,1,1,16020,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,80100,28-02-2023,JAIP2,https://tse1.mm.bing.net/th?q=Radisson+Blu+Jaipur+Jaipur
406,3,Vadodara,Udaipur,09-03-2023,Uddhav Vilas A Family Hotel,3,Executive,5577,3,2,3,16731,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,50193,12-03-2023,UDAI3,https://tse1.mm.bing.net/th?q=Uddhav+Vilas+A+Family+Hotel+Udaipur
408,3,Puducherry,Diu,23-03-2023,The Grand Highness,3,Deluxe,4912,4,2,3,14736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,29472,25-03-2023,DIU3,https://tse1.mm.bing.net/th?q=The+Grand+Highness+Diu
409,3,Bhubaneswar,Jamshedpur,30-03-2023,Hotel South Park,3,Deluxe,5452,4,3,4,21808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",1,21808,31-03-2023,JAMS7,https://tse1.mm.bing.net/th?q=Hotel+South+Park+Jamshedpur
410,3,Amritsar,Bengaluru,06-04-2023,Hotel Airport City,3,Deluxe,4788,2,3,2,9576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,67032,13-04-2023,BENG10,https://tse1.mm.bing.net/th?q=Hotel+Airport+City+Bengaluru  
412,3,Gangtok,Udaipur,20-04-2023,Tripli Hotels Le Shelton,3,Deluxe,4208,2,3,2,8416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,33664,24-04-2023,UDAI2,https://tse1.mm.bing.net/th?q=Tripli+Hotels+Le+Shelton+Udaipur
415,3,Jamshedpur,Hyderabad,11-06-2023,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,5,Executive,13095,1,2,1,13095,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",5,65475,16-06-2023,HYDE7,https://tse1.mm.bing.net/th?q=Radisson+Blu+Plaza+Hotel+Hyderabad+Banjara+Hills
417,3,Shimla,Vadodara,25-05-2023,Lemon Tree Hotel Vadodara,4,Executive,7903,1,2,1,7903,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,47418,31-05-2023,VADO7,https://tse1.mm.bing.net/th?q=Lemon+Tree+Hotel+Vadodara+Vadodara
418,3,Delhi NCR,Bhubaneswar,01-06-2023,Hotel Pushpak,3,Executive,5429,4,1,3,16287,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,114009,08-06-2023,BHUB10,https://tse1.mm.bing.net/th?q=Hotel+Pushpak+Bhubaneswar
419,3,Bilaspur,Imphal,08-06-2023,Hotel Imphal,3,Suite,5518,1,0,1,5518,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,22072,12-06-2023,IMPH8,https://tse1.mm.bing.net/th?q=Hotel+Imphal
424,3,Thiruvananthapuram,Ludhiana,13-07-2023,Hotel Maharaja Regency,3,Executive,6395,4,2,3,19185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,95925,18-07-2023,LUDH9,https://tse1.mm.bing.net/th?q=Hotel+Maharaja+Regency+Ludhiana
426,4,Hyderabad,Vijayawada,03-10-2019,Grand Vijayawada by GRT Hotels,4,Suite,9056,1,1,1,9056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,9056,04-10-2019,VIJA5,https://tse1.mm.bing.net/th?q=Grand+Vijayawada+by+GRT+Hotels+Vijayawada
431,4,Bhopal,Itanagar,07-11-2019,Hotel SOLA-JU,2,Executive,3892,4,2,3,11676,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,11676,08-11-2019,ITAN9,https://tse1.mm.bing.net/th?q=Hotel+SOLA-JU+Itanagar
432,4,Ludhiana,Imphal,14-11-2019,"Classic Grande, a Member of Radisson Individuals",4,Deluxe,6863,4,3,4,27452,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",2,54904,16-11-2019,IMPH1,https://tse1.mm.bing.net/th?q=Classic+Grande+a+Member+of+Radisson+Individuals+Imphal
440,4,Varanasi,Bilaspur,09-01-2020,Hotel East Park,4,Deluxe,6871,3,1,2,13742,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",2,27484,11-01-2020,BILA2,https://tse1.mm.bing.net/th?q=Hotel+East+Park+Bilaspur
442,4,Vijayawada,Indore,23-01-2020,Hotel Winway,3,Suite,4638,2,2,2,9276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,46380,28-01-2020,INDO9,https://tse1.mm.bing.net/th?q=Hotel+Winway+Indore
445,4,Vadodara,Hyderabad,14-02-2020,Trident Hyderabad,5,Executive,11673,1,2,1,11673,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,81711,21-02-2020,HYDE5,https://tse1.mm.bing.net/th?q=Trident+Hyderabad
447,4,Imphal,Kullu-Manali,27-02-2020,Hotel Honeymoon Inn Manali,3,Deluxe,4355,4,0,2,8710,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,52260,04-03-2020,KULL6,https://tse1.mm.bing.net/th?q=Hotel+Honeymoon+Inn+Manali+Kullu-Manali
450,4,Hisar,Puducherry,19-03-2020,The Promenade,4,Suite,7947,3,2,3,23841,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,47682,21-03-2020,PUDU2,https://tse1.mm.bing.net/th?q=The+Promenade+Puducherry
452,4,Khowai,Srinagar,02-04-2020,Hotel Kashmir Inn,3,Suite,4716,3,0,2,9432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,37728,06-04-2020,SRIN5,https://tse1.mm.bing.net/th?q=Hotel+Kashmir+Inn+Srinagar
456,4,Navi Mumbai,Surat,30-04-2020,Hotel Central Excellency,3,Deluxe,4704,1,2,1,4704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,32928,07-05-2020,SURA7,https://tse1.mm.bing.net/th?q=Hotel+Central+Excellency+Surat
457,4,Gangtok,Dabolim,07-05-2020,Coconut Creek Resort,3,Suite,4736,2,1,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,9472,08-05-2020,DABO3,https://tse1.mm.bing.net/th?q=Coconut+Creek+Resort+Dabolim
468,4,Jamshedpur,Patna,23-07-2020,Hotel Savera,3,Deluxe,4811,2,2,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,9622,24-07-2020,PATN8,https://tse1.mm.bing.net/th?q=Hotel+Savera+Patna
473,4,Jamshedpur,Vadodara,27-08-2020,"Welcomhotel by ITC Hotels, Alkapuri",5,Suite,13408,2,0,1,13408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,80448,02-09-2020,VADO1,https://tse1.mm.bing.net/th?q=Welcomhotel+by+ITC+Hotels+Alkapuri+Vadodara
481,4,Itanagar,Mysuru,22-10-2020,The Quorum,4,Executive,7002,4,1,3,21006,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,21006,23-10-2020,MYS5,https://tse1.mm.bing.net/th?q=The+Quorum+Mysuru
486,4,Varanasi,Patna,26-11-2020,Hotel Windsor,3,Executive,4923,4,2,3,14769,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,44307,29-11-2020,PATN9,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
490,4,Delhi NCR,Khowai,24-12-2020,Hotel City Centre,3,Suite,6753,4,1,3,20259,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,81036,28-12-2020,KHOW3,https://tse1.mm.bing.net/th?q=Hotel+City+Centre+Khowai
491,4,Mopa,Patna,31-12-2020,Hotel Windsor,3,Executive,4923,1,2,1,4923,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,19692,04-01-2021,PATN9,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
494,4,Vijayawada,Srinagar,21-01-2021,Four Points by Sheraton Srinagar,4,Deluxe,6577,3,1,2,13154,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",4,52616,25-01-2021,SRIN2,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Srinagar+Srinagar
498,4,Tirupati,Kota,19-02-2021,Hotel Ortus,3,Suite,4596,3,0,2,9192,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,55152,25-02-2021,KOTA5,https://tse1.mm.bing.net/th?q=Hotel+Ortus+Kota
500,4,Vadodara,Tirupati,04-03-2021,Hotel Bhimas Paradise,3,Deluxe,5375,2,3,2,10750,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,21500,06-03-2021,TIRU9,https://tse1.mm.bing.net/th?q=Hotel+Bhimas+Paradise+Tirupati
501,4,Srinagar,Kota,11-03-2021,Hotel Bharat,3,Executive,3920,1,2,1,3920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,23520,17-03-2021,KOTA10,https://tse1.mm.bing.net/th?q=Hotel+Bharat+Kota
505,4,Chandigarh,Mumbai,08-05-2021,ITC Grand Central,5,Executive,11879,1,0,1,11879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,47516,12-05-2021,MUMB4,https://tse1.mm.bing.net/th?q=ITC+Grand+Central+Mumbai
514,4,Navi Mumbai,Puducherry,10-06-2021,Le Dupleix,4,Deluxe,6169,3,2,3,18507,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,18507,11-06-2021,PUDU3,https://tse1.mm.bing.net/th?q=Le+Dupleix+Puducherry
517,4,Coimbatore,Hisar,01-08-2021,Hotel Crown,2,Suite,3194,2,3,2,6388,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,12776,03-08-2021,HISA6,https://tse1.mm.bing.net/th?q=Hotel+Crown+Hisar
529,4,Shillong,Khowai,23-09-2021,Hotel City Centre,3,Suite,6753,2,1,2,13506,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,67530,28-09-2021,KHOW3,https://tse1.mm.bing.net/th?q=Hotel+City+Centre+Khowai
532,4,Mopa,Coimbatore,15-10-2021,"Zone by The Park Hotel, Coimbatore",4,Suite,7791,2,0,1,7791,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,23373,18-10-2021,COIM9,https://tse1.mm.bing.net/th?q=Zone+by+The+Park+Hotel+Coimbatore
537,4,Ranchi,Amritsar,18-11-2021,Hotel Shiraz Castle,3,Suite,5968,1,1,1,5968,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",7,41776,25-11-2021,AMRI9,https://tse1.mm.bing.net/th?q=Hotel+Shiraz+Castle+Amritsar  
541,4,Vijayawada,Patna,16-12-2021,Hotel Maurya,5,Suite,15717,3,3,3,47151,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,330057,23-12-2021,PATN1,https://tse1.mm.bing.net/th?q=Hotel+Maurya+Patna
543,4,Guwahati,Mumbai,30-12-2021,The Ambassador Mumbai,4,Suite,8499,4,2,3,25497,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,127485,04-01-2022,MUMB10,https://tse1.mm.bing.net/th?q=The+Ambassador+Mumbai+Mumbai
545,4,Jaipur,Puri,13-01-2022,Sterling Puri,4,Executive,7059,4,1,3,21177,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,21177,14-01-2022,PURI6,https://tse1.mm.bing.net/th?q=Sterling+Puri+Puri
548,4,Bilaspur,Dabolim,03-02-2022,Hotel Vasco Residency,2,Suite,3459,1,1,1,3459,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,24213,10-02-2022,DABO8,https://tse1.mm.bing.net/th?q=Hotel+Vasco+Residency+Dabolim
