travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID
49181,482,Puducherry,Shillong,2022-03-24,Ri Kynjai – Serenity by the Lake,4,Suite,9873,1,0,1,9873,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,49365,2022-03-29,SHIL1
50099,488,Chandigarh,Shillong,2021-07-08,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,3,0,2,14480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,86880,2021-07-14,SHIL1
56071,545,Visakhapatnam,Shillong,2022-04-07,Ri Kynjai – Serenity by the Lake,4,Suite,9873,1,1,1,9873,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",1,9873,2022-04-08,SHIL1
56315,548,Udaipur,Shillong,2020-12-10,Ri Kynjai – Serenity by the Lake,4,Suite,9873,2,1,2,19746,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,78984,2020-12-14,SHIL1
56759,552,Visakhapatnam,Shillong,2023-04-20,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,2,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,130320,2023-04-26,SHIL1
57856,564,Visakhapatnam,Shillong,2020-01-09,Ri Kynjai – Serenity by the Lake,4,Executive,8557,1,2,1,8557,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",5,42785,2020-01-14,SHIL1
58990,573,Chandigarh,Shillong,2022-08-04,Ri Kynjai – Serenity by the Lake,4,Suite,9873,3,3,3,29619,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",3,88857,2022-08-07,SHIL1
65794,640,Itanagar,Shillong,2019-11-28,Ri Kynjai – Serenity by the Lake,4,Suite,9873,2,1,2,19746,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",4,78984,2019-12-02,SHIL1
66381,643,Thiruvananthapuram,Shillong,2021-01-07,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,3,2,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",1,21720,2021-01-08,SHIL1
67373,652,Diu,Shillong,2022-04-21,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,1,1,1,7240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",7,50680,2022-04-28,SHIL1
69134,669,Guwahati,Shillong,2020-12-10,Ri Kynjai – Serenity by the Lake,4,Suite,9873,4,1,3,29619,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",2,59238,2020-12-12,SHIL1
70837,686,Chennai,Shillong,2020-06-04,Ri Kynjai – Serenity by the Lake,4,Executive,8557,1,2,1,8557,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,34228,2020-06-08,SHIL1
71395,693,Prayagraj,Shillong,2020-08-13,Ri Kynjai – Serenity by the Lake,4,Executive,8557,4,0,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,17114,2020-08-14,SHIL1
71849,696,Amritsar,Shillong,2022-11-03,Ri Kynjai – Serenity by the Lake,4,Executive,8557,2,2,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",4,68456,2022-11-07,SHIL1
73057,710,Indore,Shillong,2020-02-13,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,0,2,14480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,86880,2020-02-19,SHIL1
80132,779,Pune,Shillong,2022-12-22,Ri Kynjai – Serenity by the Lake,4,Suite,9873,1,2,1,9873,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,59238,2022-12-28,SHIL1
82251,799,Coimbatore,Shillong,2021-04-29,Ri Kynjai – Serenity by the Lake,4,Executive,8557,2,0,1,8557,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,59899,2021-05-06,SHIL1
84890,835,Delhi NCR,Shillong,2020-05-21,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,3,4,28960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",2,57920,2020-05-23,SHIL1
85644,843,Dhubri,Shillong,2021-02-04,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,3,4,28960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,202720,2021-02-11,SHIL1
86477,852,Tirupati,Shillong,2021-03-26,Ri Kynjai – Serenity by the Lake,4,Suite,9873,1,2,1,9873,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",3,29619,2021-03-29,SHIL1
88696,877,Prayagraj,Shillong,2019-10-03,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,1,2,1,7240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,28960,2019-10-07,SHIL1
89930,888,Ranchi,Shillong,2019-11-07,Ri Kynjai – Serenity by the Lake,4,Executive,8557,3,0,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",5,85570,2019-11-12,SHIL1
96987,959,Imphal,Shillong,2019-10-03,Ri Kynjai – Serenity by the Lake,4,Suite,9873,1,1,1,9873,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",7,69111,2019-10-10,SHIL1
98551,975,Bengaluru,Shillong,2022-10-13,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,2,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",5,108600,2022-10-18,SHIL1
98973,980,Hisar,Shillong,2021-04-22,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,3,4,28960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,86880,2021-04-25,SHIL1
101393,1005,Puducherry,Shillong,2021-09-09,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,3,3,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,86880,2021-09-13,SHIL1
101930,1011,Thiruvananthapuram,Shillong,2021-07-01,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,1,2,1,7240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,43440,2021-07-07,SHIL1
103348,1026,Hisar,Shillong,2021-04-15,Ri Kynjai – Serenity by the Lake,4,Executive,8557,3,1,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,51342,2021-04-18,SHIL1
106829,1060,Prayagraj,Shillong,2022-05-19,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,2,3,2,14480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",3,43440,2022-05-22,SHIL1
107547,1066,Tirupati,Shillong,2022-11-24,Ri Kynjai – Serenity by the Lake,4,Executive,8557,2,2,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,17114,2022-11-25,SHIL1
108144,1073,Kullu-Manali,Shillong,2020-09-18,Ri Kynjai – Serenity by the Lake,4,Executive,8557,3,3,3,25671,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",7,179697,2020-09-25,SHIL1
112989,1121,Kullu-Manali,Shillong,2020-08-27,Ri Kynjai – Serenity by the Lake,4,Executive,8557,3,2,3,25671,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,77013,2020-08-30,SHIL1
115077,1145,Vadodara,Shillong,2021-06-17,Ri Kynjai – Serenity by the Lake,4,Executive,8557,4,3,4,34228,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,34228,2021-06-18,SHIL1
116408,1155,Raigarh,Shillong,2020-02-20,Ri Kynjai – Serenity by the Lake,4,Executive,8557,4,3,4,34228,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",1,34228,2020-02-21,SHIL1
119096,1181,Thiruvananthapuram,Shillong,2020-03-12,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,3,4,28960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,202720,2020-03-19,SHIL1
121748,1206,Gwalior,Shillong,2020-09-10,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,4,1,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",5,108600,2020-09-15,SHIL1
122556,1214,Dhubri,Shillong,2022-05-19,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,3,0,2,14480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,86880,2022-05-25,SHIL1
123261,1221,Mysuru,Shillong,2019-11-07,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,2,3,2,14480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",2,28960,2019-11-09,SHIL1
127401,1257,Khowai,Shillong,2021-06-17,Ri Kynjai – Serenity by the Lake,4,Executive,8557,1,1,1,8557,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,25671,2021-06-20,SHIL1
129409,1273,Ludhiana,Shillong,2021-04-29,Ri Kynjai – Serenity by the Lake,4,Executive,8557,2,3,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",1,17114,2021-04-30,SHIL1
132379,1305,Dabolim,Shillong,2020-04-16,Ri Kynjai – Serenity by the Lake,4,Deluxe,7240,3,3,3,21720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",3,65160,2020-04-19,SHIL1
133391,1314,Raipur,Shillong,2022-02-10,Ri Kynjai – Serenity by the Lake,4,Executive,8557,3,1,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",4,68456,2022-02-14,SHIL1
133596,1316,Khowai,Shillong,2020-03-26,Ri Kynjai – Serenity by the Lake,4,Suite,9873,4,3,4,39492,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,39492,2020-03-27,SHIL1
7,0,Dabolim,Ranchi,2019-11-14,Hotel The Park Retreat,3,Deluxe,5019,3,2,3,15057,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",6,90342,2019-11-20,RANC5
3079,27,Srinagar,Ranchi,2021-02-25,Hotel The Park Retreat,3,Suite,6844,4,2,3,20532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,102660,2021-03-02,RANC5
7768,75,Delhi NCR,Ranchi,2020-01-30,Hotel The Park Retreat,3,Deluxe,5019,1,2,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,20076,2020-02-03,RANC5
10971,109,Raigarh,Ranchi,2022-02-17,Hotel The Park Retreat,3,Deluxe,5019,1,0,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",3,15057,2022-02-20,RANC5
11134,110,Amritsar,Ranchi,2022-06-02,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,27376,2022-06-06,RANC5
11661,114,Raigarh,Ranchi,2019-12-26,Hotel The Park Retreat,3,Executive,5932,4,2,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",2,35592,2019-12-28,RANC5
17046,170,Hyderabad,Ranchi,2020-01-23,Hotel The Park Retreat,3,Suite,6844,4,0,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,54752,2020-01-27,RANC5
19915,194,Tirupati,Ranchi,2020-06-25,Hotel The Park Retreat,3,Suite,6844,3,0,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,82128,2020-07-01,RANC5
25010,242,Prayagraj,Ranchi,2022-01-13,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,20532,2022-01-16,RANC5
26279,251,Udaipur,Ranchi,2022-12-29,Hotel The Park Retreat,3,Executive,5932,3,1,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,35592,2023-01-01,RANC5
26741,258,Bengaluru,Ranchi,2020-07-02,Hotel The Park Retreat,3,Executive,5932,4,1,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,124572,2020-07-09,RANC5
29604,282,Chandigarh,Ranchi,2020-09-17,Hotel The Park Retreat,3,Executive,5932,3,0,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,59320,2020-09-22,RANC5
38608,371,Kota,Ranchi,2019-11-03,Hotel The Park Retreat,3,Executive,5932,1,0,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,17796,2019-11-06,RANC5
40545,390,Tirupati,Ranchi,2022-03-17,Hotel The Park Retreat,3,Suite,6844,2,3,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,27376,2022-03-19,RANC5
40556,390,Prayagraj,Ranchi,2022-06-02,Hotel The Park Retreat,3,Executive,5932,4,1,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",7,124572,2022-06-09,RANC5
49662,485,Raipur,Ranchi,2022-09-01,Hotel The Park Retreat,3,Deluxe,5019,4,1,3,15057,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,30114,2022-09-03,RANC5
49875,487,Shimla,Ranchi,2020-02-13,Hotel The Park Retreat,3,Executive,5932,2,3,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,35592,2020-02-16,RANC5
49917,487,Hisar,Ranchi,2020-12-03,Hotel The Park Retreat,3,Deluxe,5019,4,0,2,10038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,10038,2020-12-04,RANC5
50184,489,Itanagar,Ranchi,2021-03-25,Hotel The Park Retreat,3,Executive,5932,3,3,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,124572,2021-04-01,RANC5
51408,500,Amritsar,Ranchi,2021-03-18,Hotel The Park Retreat,3,Executive,5932,2,3,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",7,83048,2021-03-25,RANC5
52310,507,Mysuru,Ranchi,2021-04-15,Hotel The Park Retreat,3,Deluxe,5019,1,0,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,5019,2021-04-16,RANC5
56340,549,Diu,Ranchi,2019-11-07,Hotel The Park Retreat,3,Executive,5932,2,3,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,47456,2019-11-11,RANC5
58248,568,Jaipur,Ranchi,2020-06-19,Hotel The Park Retreat,3,Deluxe,5019,2,3,2,10038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,20076,2020-06-21,RANC5
60003,582,Gwalior,Ranchi,2019-10-31,Hotel The Park Retreat,3,Executive,5932,3,2,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,88980,2019-11-05,RANC5
60990,591,Vadodara,Ranchi,2020-04-30,Hotel The Park Retreat,3,Executive,5932,1,1,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,41524,2020-05-07,RANC5
62392,608,Bengaluru,Ranchi,2019-12-26,Hotel The Park Retreat,3,Suite,6844,1,0,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,34220,2019-12-31,RANC5
65237,634,Gwalior,Ranchi,2021-09-09,Hotel The Park Retreat,3,Executive,5932,1,1,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,17796,2021-09-12,RANC5
67632,655,Amritsar,Ranchi,2021-03-18,Hotel The Park Retreat,3,Executive,5932,4,2,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",2,35592,2021-03-20,RANC5
68510,664,Gwalior,Ranchi,2019-12-26,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,47908,2020-01-02,RANC5
68697,665,Ludhiana,Ranchi,2020-05-28,Hotel The Park Retreat,3,Executive,5932,4,1,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,106776,2020-06-03,RANC5
72413,704,Ludhiana,Ranchi,2019-10-17,Hotel The Park Retreat,3,Deluxe,5019,4,3,4,20076,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,80304,2019-10-21,RANC5
72470,705,Jamshedpur,Ranchi,2020-09-17,Hotel The Park Retreat,3,Deluxe,5019,2,0,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,10038,2020-09-19,RANC5
75214,731,Dabolim,Ranchi,2020-04-02,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,27376,2020-04-06,RANC5
76049,741,Shillong,Ranchi,2020-04-16,Hotel The Park Retreat,3,Suite,6844,2,0,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,13688,2020-04-18,RANC5
78153,758,Coimbatore,Ranchi,2021-04-29,Hotel The Park Retreat,3,Executive,5932,3,1,2,11864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,47456,2021-05-03,RANC5
79656,775,Khowai,Ranchi,2021-02-18,Hotel The Park Retreat,3,Suite,6844,4,0,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,54752,2021-02-22,RANC5
80639,784,Amritsar,Ranchi,2020-05-07,Hotel The Park Retreat,3,Executive,5932,3,3,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,106776,2020-05-13,RANC5
87806,868,Ahmedabad,Ranchi,2019-12-26,Hotel The Park Retreat,3,Suite,6844,2,3,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",2,27376,2019-12-28,RANC5
90588,895,Khowai,Ranchi,2021-08-05,Hotel The Park Retreat,3,Executive,5932,4,1,3,17796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,17796,2021-08-06,RANC5
92346,912,Ludhiana,Ranchi,2020-09-03,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,41064,2020-09-09,RANC5
96453,955,Shimla,Ranchi,2020-03-26,Hotel The Park Retreat,3,Suite,6844,4,2,3,20532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",1,20532,2020-03-27,RANC5
98662,977,Jaipur,Ranchi,2020-06-25,Hotel The Park Retreat,3,Suite,6844,4,2,3,20532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,20532,2020-06-26,RANC5
102632,1019,Vadodara,Ranchi,2021-06-17,Hotel The Park Retreat,3,Deluxe,5019,3,3,3,15057,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,45171,2021-06-20,RANC5
103919,1030,Srinagar,Ranchi,2019-10-17,Hotel The Park Retreat,3,Executive,5932,1,0,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,11864,2019-10-19,RANC5
104346,1035,Mysuru,Ranchi,2020-03-05,Hotel The Park Retreat,3,Deluxe,5019,3,2,3,15057,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,75285,2020-03-10,RANC5
104553,1037,Amritsar,Ranchi,2021-07-01,Hotel The Park Retreat,3,Deluxe,5019,4,3,4,20076,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,20076,2021-07-02,RANC5
105833,1049,Amritsar,Ranchi,2019-12-27,Hotel The Park Retreat,3,Executive,5932,2,0,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,23728,2019-12-31,RANC5
112653,1116,Hisar,Ranchi,2022-04-28,Hotel The Park Retreat,3,Deluxe,5019,1,0,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,25095,2022-05-03,RANC5
115984,1150,Thiruvananthapuram,Ranchi,2023-04-13,Hotel The Park Retreat,3,Suite,6844,3,3,3,20532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,123192,2023-04-19,RANC5
116113,1152,Amritsar,Ranchi,2020-03-12,Hotel The Park Retreat,3,Executive,5932,2,0,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,41524,2020-03-19,RANC5
117379,1163,Chandigarh,Ranchi,2020-09-03,Hotel The Park Retreat,3,Executive,5932,1,2,1,5932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,35592,2020-09-09,RANC5
120877,1197,Gangtok,Ranchi,2023-01-19,Hotel The Park Retreat,3,Suite,6844,4,0,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,27376,2023-01-21,RANC5
122332,1213,Dehradun,Ranchi,2020-09-10,Hotel The Park Retreat,3,Deluxe,5019,4,0,2,10038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,60228,2020-09-16,RANC5
127902,1261,Vijayawada,Ranchi,2019-10-10,Hotel The Park Retreat,3,Suite,6844,1,1,1,6844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,13688,2019-10-12,RANC5
128858,1269,Guwahati,Ranchi,2022-12-15,Hotel The Park Retreat,3,Suite,6844,2,3,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,95816,2022-12-22,RANC5
129657,1278,Hisar,Ranchi,2020-08-27,Hotel The Park Retreat,3,Suite,6844,3,0,2,13688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,13688,2020-08-28,RANC5
