TravelCode,UserID,City,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalRooms,TotalPrice,Amenities,StayingDays,TotalCost,CheckOut,CheckIn,Images
290,3,Srinagar,The LaLit Grand Palace Srinagar,5,Executive,13181,4,1,3,39543,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,39543,18-12-2020,17-12-2020,https://tse1.mm.bing.net/th?q=The+LaLit+Grand+Palace+Srinagar+Srinagar
291,3,Kolkata,Novotel Kolkata Hotel and Residences,5,Deluxe,11641,2,3,2,23282,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,139692,30-12-2020,24-12-2020,https://tse1.mm.bing.net/th?q=Novotel+Kolkata+Hotel+and+Residences+Kolkata
295,3,Kota,Hotel Kanchan Residency,3,Deluxe,5030,2,1,2,10060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,70420,28-01-2021,21-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Kanchan+Residency+Kota
296,3,Nashik,Hotel Grand Rio,4,Suite,9614,3,2,3,28842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,173052,03-02-2021,28-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Grand+Rio+Nashik
299,3,Dehradun,Hotel KSS Inn,3,Deluxe,3708,4,0,2,7416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,22248,21-02-2021,18-02-2021,https://tse1.mm.bing.net/th?q=Hotel+KSS+Inn+Dehradun
300,3,Guwahati,Vivanta Guwahati,5,Deluxe,10952,1,0,1,10952,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",2,21904,27-02-2021,25-02-2021,https://tse1.mm.bing.net/th?q=Vivanta+Guwahati
303,3,Patna,Hotel Patliputra Exotica,4,Executive,7108,4,2,3,21324,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,21324,19-03-2021,18-03-2021,https://tse1.mm.bing.net/th?q=Hotel+Patliputra+Exotica+Patna
305,3,Gwalior,Regenta Place Gwalior,4,Deluxe,6096,4,3,4,24384,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,121920,06-04-2021,01-04-2021,https://tse1.mm.bing.net/th?q=Regenta+Place+Gwalior
306,3,Raipur,Hotel Babylon International,4,Suite,8019,1,2,1,8019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,24057,11-04-2021,08-04-2021,https://tse1.mm.bing.net/th?q=Hotel+Babylon+International+Raipur
307,3,Pune,Conrad Pune,5,Executive,13187,3,2,3,39561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,237366,21-04-2021,15-04-2021,https://tse1.mm.bing.net/th?q=Conrad+Pune+Pune
311,3,Varanasi,Hotel Hindusthan International Varanasi,4,Suite,9231,4,3,4,36924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,258468,20-05-2021,13-05-2021,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Varanasi+Varanasi
315,3,Imphal,Shirui Lily Hotel,2,Executive,3757,3,2,3,11271,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,67626,16-06-2021,10-06-2021,https://tse1.mm.bing.net/th?q=Shirui+Lily+Hotel+Imphal
322,3,Khowai,Hotel Tripureshwari,3,Executive,4056,1,2,1,4056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,24336,04-08-2021,29-07-2021,https://tse1.mm.bing.net/th?q=Hotel+Tripureshwari+Khowai
325,3,Srinagar,Vivanta Dal View,5,Deluxe,11745,3,3,3,35235,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",6,211410,25-08-2021,19-08-2021,https://tse1.mm.bing.net/th?q=Vivanta+Dal+View+Srinagar
337,3,Coimbatore,IKON by Annapoorna,4,Suite,9981,1,0,1,9981,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,19962,13-12-2021,11-12-2021,https://tse1.mm.bing.net/th?q=IKON+by+Annapoorna+Coimbatore
338,3,Mumbai,Trident Nariman Point,5,Deluxe,9996,4,0,2,19992,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,139944,25-11-2021,18-11-2021,https://tse1.mm.bing.net/th?q=Trident+Nariman+Point+Mumbai
347,3,Gwalior,Park Inn by Radisson Gwalior,4,Executive,6952,4,0,2,13904,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,27808,23-01-2022,21-01-2022,https://tse1.mm.bing.net/th?q=Park+Inn+by+Radisson+Gwalior
350,3,Visakhapatnam,The Pioneer,3,Executive,4957,1,1,1,4957,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,24785,15-02-2022,10-02-2022,https://tse1.mm.bing.net/th?q=The+Pioneer+Visakhapatnam
363,3,Gwalior,"Hotel Grace, Gwalior",3,Deluxe,4521,1,0,1,4521,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,13563,15-05-2022,12-05-2022,https://tse1.mm.bing.net/th?q=Hotel+Grace+Gwalior
369,3,Raipur,Tulip Arena Raipur,3,Deluxe,4030,2,1,2,8060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,32240,27-06-2022,23-06-2022,https://tse1.mm.bing.net/th?q=Tulip+Arena+Raipur+Raipur
373,3,Navi Mumbai,Hotel Supreme Heritage,3,Deluxe,4963,3,3,3,14889,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,44667,24-07-2022,21-07-2022,https://tse1.mm.bing.net/th?q=Hotel+Supreme+Heritage+Navi+Mumbai
377,3,Raigarh,Hotel Shyam,2,Executive,3084,1,1,1,3084,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,21588,25-08-2022,18-08-2022,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
382,3,Kolkata,Golden Tulip Kolkata,4,Executive,8326,3,2,3,24978,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,49956,24-09-2022,22-09-2022,https://tse1.mm.bing.net/th?q=Golden+Tulip+Kolkata+Kolkata
383,3,Imphal,Shirui Lily Hotel,2,Deluxe,3179,3,1,2,6358,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,19074,02-10-2022,29-09-2022,https://tse1.mm.bing.net/th?q=Shirui+Lily+Hotel+Imphal
385,3,Vijayawada,K N Gupta Residency,2,Deluxe,2528,2,2,2,5056,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,10112,15-10-2022,13-10-2022,https://tse1.mm.bing.net/th?q=K+N+Gupta+Residency+Vijayawada
387,3,Vijayawada,Hotel Park Elite,3,Deluxe,3954,1,2,1,3954,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,3954,28-10-2022,27-10-2022,https://tse1.mm.bing.net/th?q=Hotel+Park+Elite+Vijayawada
388,3,Surat,The Gateway Hotel Athwalines Surat,5,Executive,12498,3,2,3,37494,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,37494,04-11-2022,03-11-2022,https://tse1.mm.bing.net/th?q=The+Gateway+Hotel+Athwalines+Surat+Surat
394,3,Jamshedpur,Hotel Shadab Tower,3,Executive,6093,2,3,2,12186,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,85302,22-12-2022,15-12-2022,https://tse1.mm.bing.net/th?q=Hotel+Shadab+Tower+Jamshedpur
397,3,Ludhiana,Hotel Friends Regency,3,Deluxe,3307,1,2,1,3307,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,9921,08-01-2023,05-01-2023,https://tse1.mm.bing.net/th?q=Hotel+Friends+Regency+Ludhiana
398,3,Chandigarh,Taj Chandigarh,5,Deluxe,11640,3,2,3,34920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,69840,14-01-2023,12-01-2023,https://tse1.mm.bing.net/th?q=Taj+Chandigarh
403,3,Kolkata,Novotel Kolkata Hotel and Residences,5,Deluxe,11641,4,0,2,23282,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,46564,18-02-2023,16-02-2023,https://tse1.mm.bing.net/th?q=Novotel+Kolkata+Hotel+and+Residences+Kolkata
404,3,Jaipur,Radisson Blu Jaipur,5,Suite,16020,1,1,1,16020,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,80100,28-02-2023,23-02-2023,https://tse1.mm.bing.net/th?q=Radisson+Blu+Jaipur+Jaipur
406,3,Udaipur,Uddhav Vilas A Family Hotel,3,Executive,5577,3,2,3,16731,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,50193,12-03-2023,09-03-2023,https://tse1.mm.bing.net/th?q=Uddhav+Vilas+A+Family+Hotel+Udaipur
408,3,Diu,The Grand Highness,3,Deluxe,4912,4,2,3,14736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,29472,25-03-2023,23-03-2023,https://tse1.mm.bing.net/th?q=The+Grand+Highness+Diu
409,3,Jamshedpur,Hotel South Park,3,Deluxe,5452,4,3,4,21808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",1,21808,31-03-2023,30-03-2023,https://tse1.mm.bing.net/th?q=Hotel+South+Park+Jamshedpur
410,3,Bengaluru,Hotel Airport City,3,Deluxe,4788,2,3,2,9576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,67032,13-04-2023,06-04-2023,https://tse1.mm.bing.net/th?q=Hotel+Airport+City+Bengaluru  
412,3,Udaipur,Tripli Hotels Le Shelton,3,Deluxe,4208,2,3,2,8416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,33664,24-04-2023,20-04-2023,https://tse1.mm.bing.net/th?q=Tripli+Hotels+Le+Shelton+Udaipur
415,3,Hyderabad,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,5,Executive,13095,1,2,1,13095,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",5,65475,16-06-2023,11-06-2023,https://tse1.mm.bing.net/th?q=Radisson+Blu+Plaza+Hotel+Hyderabad+Banjara+Hills
417,3,Vadodara,Lemon Tree Hotel Vadodara,4,Executive,7903,1,2,1,7903,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,47418,31-05-2023,25-05-2023,https://tse1.mm.bing.net/th?q=Lemon+Tree+Hotel+Vadodara+Vadodara
418,3,Bhubaneswar,Hotel Pushpak,3,Executive,5429,4,1,3,16287,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,114009,08-06-2023,01-06-2023,https://tse1.mm.bing.net/th?q=Hotel+Pushpak+Bhubaneswar
419,3,Imphal,Hotel Imphal,3,Suite,5518,1,0,1,5518,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,22072,12-06-2023,08-06-2023,https://tse1.mm.bing.net/th?q=Hotel+Imphal
424,3,Ludhiana,Hotel Maharaja Regency,3,Executive,6395,4,2,3,19185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,95925,18-07-2023,13-07-2023,https://tse1.mm.bing.net/th?q=Hotel+Maharaja+Regency+Ludhiana
426,4,Vijayawada,Grand Vijayawada by GRT Hotels,4,Suite,9056,1,1,1,9056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,9056,04-10-2019,03-10-2019,https://tse1.mm.bing.net/th?q=Grand+Vijayawada+by+GRT+Hotels+Vijayawada
431,4,Itanagar,Hotel SOLA-JU,2,Executive,3892,4,2,3,11676,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,11676,08-11-2019,07-11-2019,https://tse1.mm.bing.net/th?q=Hotel+SOLA-JU+Itanagar
432,4,Imphal,"Classic Grande, a Member of Radisson Individuals",4,Deluxe,6863,4,3,4,27452,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",2,54904,16-11-2019,14-11-2019,https://tse1.mm.bing.net/th?q=Classic+Grande+a+Member+of+Radisson+Individuals+Imphal
440,4,Bilaspur,Hotel East Park,4,Deluxe,6871,3,1,2,13742,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",2,27484,11-01-2020,09-01-2020,https://tse1.mm.bing.net/th?q=Hotel+East+Park+Bilaspur
442,4,Indore,Hotel Winway,3,Suite,4638,2,2,2,9276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,46380,28-01-2020,23-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Winway+Indore
445,4,Hyderabad,Trident Hyderabad,5,Executive,11673,1,2,1,11673,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,81711,21-02-2020,14-02-2020,https://tse1.mm.bing.net/th?q=Trident+Hyderabad
447,4,Kullu-Manali,Hotel Honeymoon Inn Manali,3,Deluxe,4355,4,0,2,8710,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,52260,04-03-2020,27-02-2020,https://tse1.mm.bing.net/th?q=Hotel+Honeymoon+Inn+Manali+Kullu-Manali
450,4,Puducherry,The Promenade,4,Suite,7947,3,2,3,23841,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,47682,21-03-2020,19-03-2020,https://tse1.mm.bing.net/th?q=The+Promenade+Puducherry
452,4,Srinagar,Hotel Kashmir Inn,3,Suite,4716,3,0,2,9432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,37728,06-04-2020,02-04-2020,https://tse1.mm.bing.net/th?q=Hotel+Kashmir+Inn+Srinagar
456,4,Surat,Hotel Central Excellency,3,Deluxe,4704,1,2,1,4704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,32928,07-05-2020,30-04-2020,https://tse1.mm.bing.net/th?q=Hotel+Central+Excellency+Surat
457,4,Dabolim,Coconut Creek Resort,3,Suite,4736,2,1,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,9472,08-05-2020,07-05-2020,https://tse1.mm.bing.net/th?q=Coconut+Creek+Resort+Dabolim
468,4,Patna,Hotel Savera,3,Deluxe,4811,2,2,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,9622,24-07-2020,23-07-2020,https://tse1.mm.bing.net/th?q=Hotel+Savera+Patna
473,4,Vadodara,"Welcomhotel by ITC Hotels, Alkapuri",5,Suite,13408,2,0,1,13408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,80448,02-09-2020,27-08-2020,https://tse1.mm.bing.net/th?q=Welcomhotel+by+ITC+Hotels+Alkapuri+Vadodara
481,4,Mysuru,The Quorum,4,Executive,7002,4,1,3,21006,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,21006,23-10-2020,22-10-2020,https://tse1.mm.bing.net/th?q=The+Quorum+Mysuru
486,4,Patna,Hotel Windsor,3,Executive,4923,4,2,3,14769,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,44307,29-11-2020,26-11-2020,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
490,4,Khowai,Hotel City Centre,3,Suite,6753,4,1,3,20259,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,81036,28-12-2020,24-12-2020,https://tse1.mm.bing.net/th?q=Hotel+City+Centre+Khowai
491,4,Patna,Hotel Windsor,3,Executive,4923,1,2,1,4923,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,19692,04-01-2021,31-12-2020,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
494,4,Srinagar,Four Points by Sheraton Srinagar,4,Deluxe,6577,3,1,2,13154,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",4,52616,25-01-2021,21-01-2021,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Srinagar+Srinagar
498,4,Kota,Hotel Ortus,3,Suite,4596,3,0,2,9192,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,55152,25-02-2021,19-02-2021,https://tse1.mm.bing.net/th?q=Hotel+Ortus+Kota
500,4,Tirupati,Hotel Bhimas Paradise,3,Deluxe,5375,2,3,2,10750,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,21500,06-03-2021,04-03-2021,https://tse1.mm.bing.net/th?q=Hotel+Bhimas+Paradise+Tirupati
501,4,Kota,Hotel Bharat,3,Executive,3920,1,2,1,3920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,23520,17-03-2021,11-03-2021,https://tse1.mm.bing.net/th?q=Hotel+Bharat+Kota
505,4,Mumbai,ITC Grand Central,5,Executive,11879,1,0,1,11879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,47516,12-05-2021,08-05-2021,https://tse1.mm.bing.net/th?q=ITC+Grand+Central+Mumbai
514,4,Puducherry,Le Dupleix,4,Deluxe,6169,3,2,3,18507,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,18507,11-06-2021,10-06-2021,https://tse1.mm.bing.net/th?q=Le+Dupleix+Puducherry
517,4,Hisar,Hotel Crown,2,Suite,3194,2,3,2,6388,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,12776,03-08-2021,01-08-2021,https://tse1.mm.bing.net/th?q=Hotel+Crown+Hisar
529,4,Khowai,Hotel City Centre,3,Suite,6753,2,1,2,13506,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,67530,28-09-2021,23-09-2021,https://tse1.mm.bing.net/th?q=Hotel+City+Centre+Khowai
532,4,Coimbatore,"Zone by The Park Hotel, Coimbatore",4,Suite,7791,2,0,1,7791,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,23373,18-10-2021,15-10-2021,https://tse1.mm.bing.net/th?q=Zone+by+The+Park+Hotel+Coimbatore
537,4,Amritsar,Hotel Shiraz Castle,3,Suite,5968,1,1,1,5968,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",7,41776,25-11-2021,18-11-2021,https://tse1.mm.bing.net/th?q=Hotel+Shiraz+Castle+Amritsar  
541,4,Patna,Hotel Maurya,5,Suite,15717,3,3,3,47151,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,330057,23-12-2021,16-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Maurya+Patna
543,4,Mumbai,The Ambassador Mumbai,4,Suite,8499,4,2,3,25497,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,127485,04-01-2022,30-12-2021,https://tse1.mm.bing.net/th?q=The+Ambassador+Mumbai+Mumbai
545,4,Puri,Sterling Puri,4,Executive,7059,4,1,3,21177,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,21177,14-01-2022,13-01-2022,https://tse1.mm.bing.net/th?q=Sterling+Puri+Puri
548,4,Dabolim,Hotel Vasco Residency,2,Suite,3459,1,1,1,3459,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,24213,10-02-2022,03-02-2022,https://tse1.mm.bing.net/th?q=Hotel+Vasco+Residency+Dabolim
555,4,Shillong,Ri Kynjai  Serenity by the Lake,4,Suite,9873,3,1,2,19746,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,118476,30-03-2022,24-03-2022,
556,4,Ayodhya,Hotel Ramayana,3,Executive,6449,1,2,1,6449,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,6449,01-04-2022,31-03-2022,https://tse1.mm.bing.net/th?q=Hotel+Ramayana+Ayodhya  
557,4,Kota,Hotel Kanchan Residency,3,Executive,5945,1,0,1,5945,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,11890,09-04-2022,07-04-2022,https://tse1.mm.bing.net/th?q=Hotel+Kanchan+Residency+Kota
559,4,Udaipur,The Fern Residency Udaipur,3,Executive,4315,4,3,4,17260,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,17260,22-04-2022,21-04-2022,https://tse1.mm.bing.net/th?q=The+Fern+Residency+Udaipur+Udaipur
562,4,Hyderabad,The Westin Hyderabad Mindspace,5,Executive,14079,2,3,2,28158,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",1,28158,13-05-2022,12-05-2022,https://tse1.mm.bing.net/th?q=The+Westin+Hyderabad+Mindspace
564,4,Pune,JW Marriott Hotel Pune,5,Suite,15268,2,3,2,30536,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,91608,29-05-2022,26-05-2022,https://tse1.mm.bing.net/th?q=JW+Marriott+Hotel+Pune+Pune
565,4,Imphal,Hotel Yaiphaba,3,Executive,5974,2,2,2,11948,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,83636,09-06-2022,02-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Yaiphaba+Imphal
574,4,Hyderabad,Holiday Inn Express Hyderabad Banjara Hills,4,Executive,7422,1,0,1,7422,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",4,29688,08-08-2022,04-08-2022,https://tse1.mm.bing.net/th?q=Holiday+Inn+Express+Hyderabad+Banjara+Hills
578,4,Pune,The Westin Pune Koregaon Park,5,Deluxe,11801,1,1,1,11801,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",3,35403,04-09-2022,01-09-2022,https://tse1.mm.bing.net/th?q=The+Westin+Pune+Koregaon+Park+Pune
581,4,Itanagar,Hotel Pybss,3,Deluxe,4237,4,3,4,16948,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,101688,28-09-2022,22-09-2022,https://tse1.mm.bing.net/th?q=Hotel+Pybss+Itanagar
582,4,Mumbai,Hotel Marine Plaza,4,Suite,8272,3,0,2,16544,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,49632,02-10-2022,29-09-2022,https://tse1.mm.bing.net/th?q=Hotel+Marine+Plaza+Mumbai
